shipment_id,carrier_id,tracking_number,status,origin,destination,shipment_date,name,vehicle_type,capacity,warehouse_id,location,warehouse_capacity,latitude,longitude
776,38,qR3919,Delivered,Marinha Grande,Famalicão,2025-02-08,"Murphy, Hogan and Glass",Ship,6857,27,Marinha Grande,6906,39.75,-8.933333
529,11,nJ3719,In Transit,Murtosa,Famalicão,2025-02-16,"Waller, Barrett and Smith",Van,9803,1,Murtosa,2017,40.748349,-8.651919
163,99,rE8545,In Transit,Odemira,Valongo,2025-01-28,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
846,63,oV3318,In Transit,Braga,Sintra,2025-01-15,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
608,68,cu8698,Delayed,Bragança,Vila Franca de Xira,2025-01-19,"Aguirre, Hatfield and Patterson",Ship,3835,15,Bragança,4769,41.806439,-6.756742
97,29,fH9261,Delivered,Faro,Vila Franca de Xira,2025-01-23,Vang LLC,Ship,6365,8,Faro,5806,37.017963,-7.930834
66,14,Zj9506,Delivered,Ponte de Lima,Bragança,2025-01-09,Griffith-Horne,Van,2917,22,Ponte de Lima,1050,41.767368,-8.58316
1353,60,oC4428,Delayed,Sines,Portalegre,2025-01-18,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
359,40,Dk6802,Delivered,Portalegre,Oeiras,2025-01-27,Moreno Inc,Truck,4241,5,Portalegre,2516,39.2938,-7.42888
704,72,TN1610,Delayed,Guimarães,Faro,2025-01-20,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
455,15,yN0046,Delivered,Sines,Faro,2025-01-02,"Smith, Watson and Schultz",Ship,9780,24,Sines,1091,37.956081,-8.86889
291,99,Ru7311,In Transit,Odemira,Viseu,2025-02-07,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
926,94,zl9757,Delivered,Odemira,Aveiro,2025-02-07,"Henderson, Hanson and Middleton",Truck,8830,26,Odemira,5737,37.598801,-8.64554
219,3,gM4041,Delivered,Valongo,Marinha Grande,2025-01-28,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
1448,28,Vu3962,In Transit,Oeiras,Vila Real,2025-01-04,Graham PLC,Van,4355,30,Oeiras,5009,38.697948,-9.316354
74,30,NB3649,Delivered,Braga,Portalegre,2025-01-27,"Bailey, Stevens and Jones",Van,5924,14,Braga,8677,41.545448,-8.426507
1316,38,ZW8948,Delayed,Marinha Grande,Ponte de Lima,2025-01-23,"Murphy, Hogan and Glass",Ship,6857,27,Marinha Grande,6906,39.75,-8.933333
741,3,qs7344,Delivered,Valongo,Marinha Grande,2025-01-12,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
804,8,IQ6802,In Transit,Marinha Grande,Vila Real,2025-01-18,Smith-Grant,Van,3131,27,Marinha Grande,6906,39.75,-8.933333
615,87,WR4852,Delayed,Famalicão,Ponte de Lima,2025-01-09,Nolan-Roberts,Truck,2615,7,Famalicão,2248,41.410328,-8.519728
691,19,LZ4067,Delayed,Oeiras,Vila Franca de Xira,2025-02-13,"Smith, Barnes and Ramsey",Truck,1136,30,Oeiras,5009,38.697948,-9.316354
194,83,QD1143,Delivered,Braga,Aveiro,2025-01-21,Navarro Ltd,Ship,8947,14,Braga,8677,41.545448,-8.426507
388,90,le7462,In Transit,Covilhã,Lisboa,2025-01-28,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
1313,81,qr5267,Delayed,Covilhã,Elvas,2025-01-06,"Collins, Meyer and Harris",Van,9505,3,Covilhã,6586,40.286011,-7.50453
438,11,zw6665,Delayed,Murtosa,Viseu,2025-02-08,"Waller, Barrett and Smith",Van,9803,1,Murtosa,2017,40.748349,-8.651919
546,64,YE7303,Delivered,Lisboa,Famalicão,2025-01-08,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
629,62,Ry0190,Delayed,Águeda,Vila Real,2025-01-24,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
1186,47,TU7563,In Transit,Faro,Ponte de Lima,2025-01-12,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
528,31,FN5467,Delivered,Valongo,Aveiro,2025-02-01,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
1405,72,Gw7920,Delayed,Guimarães,Faro,2025-01-29,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
970,66,mM8790,In Transit,Portalegre,Braga,2025-01-14,Kennedy PLC,Truck,9647,5,Portalegre,2516,39.2938,-7.42888
477,93,LQ3861,In Transit,Aveiro,Sines,2025-01-12,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
569,4,Wf6468,In Transit,Elvas,Faro,2025-02-04,Ross LLC,Truck,1955,11,Elvas,8814,38.881153,-7.162814
915,59,bW4816,Delivered,Espinho,Golegã,2025-01-05,Byrd-Bell,Truck,4104,13,Espinho,1599,41.007599,-8.6414
1076,100,kw4383,Delayed,Palmela,Matosinhos,2025-02-01,"Hardy, Harris and Lewis",Van,6451,2,Palmela,9924,38.569801,-8.90193
1314,57,PA8977,Delivered,Vila Franca de Xira,Sintra,2025-02-13,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
1461,84,FH3975,Delayed,Espinho,Lisboa,2025-02-22,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
7,32,Vg4791,Delivered,Coimbra,Bragança,2025-02-08,Gutierrez-Harris,Van,1181,17,Coimbra,8640,40.203314,-8.410257
343,60,EC0768,Delayed,Sines,Ponte de Lima,2025-01-16,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
7,44,Ox6555,Delayed,Odemira,Sines,2025-02-08,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
243,12,HV3897,In Transit,Odemira,Marinha Grande,2025-01-15,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
436,26,gp3954,Delayed,Vila Real,Vila Franca de Xira,2025-01-29,Tanner LLC,Ship,7088,12,Vila Real,9997,41.300621,-7.744129
1162,29,jU3677,In Transit,Faro,Palmela,2025-02-03,Vang LLC,Ship,6365,8,Faro,5806,37.017963,-7.930834
601,93,GN9486,Delivered,Aveiro,Murtosa,2025-01-24,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
294,31,JZ3583,Delayed,Valongo,Oeiras,2025-02-10,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
207,23,uB3686,In Transit,Guimarães,Sines,2025-01-05,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
445,31,EO6754,Delivered,Valongo,Oeiras,2025-01-18,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
733,63,iF6940,Delivered,Braga,Elvas,2025-01-21,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
52,96,mw1773,Delivered,Espinho,Palmela,2025-02-06,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
367,18,WC7037,In Transit,Lisboa,Vila Real,2025-01-29,"Fisher, Murphy and Wilson",Van,3893,10,Lisboa,4793,38.722252,-9.139337
726,90,rR5936,Delayed,Covilhã,Sines,2025-02-06,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
629,87,hb8276,Delivered,Famalicão,Faro,2025-01-24,Nolan-Roberts,Truck,2615,7,Famalicão,2248,41.410328,-8.519728
1489,44,FD2155,In Transit,Odemira,Águeda,2025-02-03,Allen-Hill,Van,9214,26,Odemira,5737,37.598801,-8.64554
922,67,Ei2910,In Transit,Braga,Palmela,2025-02-05,"Hunt, Thompson and Garcia",Truck,8389,14,Braga,8677,41.545448,-8.426507
1320,63,Pd3824,Delivered,Braga,Sines,2025-01-22,"Martinez, Whitehead and Smith",Van,6684,14,Braga,8677,41.545448,-8.426507
321,74,cb6619,Delayed,Porto,Murtosa,2025-02-18,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
381,52,qm1542,In Transit,Guimarães,Matosinhos,2025-01-25,Miller-Patel,Truck,6123,29,Guimarães,2700,41.444858,-8.296193
632,35,ez9689,In Transit,Aveiro,Braga,2025-01-08,Bender-Lee,Ship,7510,20,Aveiro,6266,40.640505,-8.653754
711,88,cr2757,Delayed,Bragança,Espinho,2025-02-15,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
1163,35,Pm9333,In Transit,Aveiro,Ponte de Lima,2025-02-21,Bender-Lee,Ship,7510,20,Aveiro,6266,40.640505,-8.653754
7,51,Lf3196,Delayed,Palmela,Viseu,2025-02-08,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
423,88,mI4512,Delayed,Bragança,Lisboa,2025-01-22,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
250,19,Zz9877,In Transit,Oeiras,Braga,2025-01-11,"Smith, Barnes and Ramsey",Truck,1136,30,Oeiras,5009,38.697948,-9.316354
1078,15,OM2031,Delivered,Sines,Oeiras,2025-02-21,"Smith, Watson and Schultz",Ship,9780,24,Sines,1091,37.956081,-8.86889
797,22,DM2542,Delivered,Portalegre,Aveiro,2025-01-03,Kelly-Lewis,Truck,2477,5,Portalegre,2516,39.2938,-7.42888
1250,16,Yc5087,Delayed,Palmela,Portalegre,2025-01-01,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
715,36,Em2773,In Transit,Coimbra,Murtosa,2025-01-09,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
1192,56,Um0510,In Transit,Palmela,Aveiro,2025-02-15,Adams LLC,Ship,4752,2,Palmela,9924,38.569801,-8.90193
975,48,jq9216,In Transit,Matosinhos,Famalicão,2025-01-22,"Noble, Alvarez and Hammond",Van,8083,19,Matosinhos,7501,41.182836,-8.689084
808,6,qQ0087,Delayed,Sines,Viseu,2025-01-09,White-Moore,Truck,3006,24,Sines,1091,37.956081,-8.86889
424,89,EB5268,In Transit,Matosinhos,Oeiras,2025-01-16,"Marquez, Ray and Hernandez",Van,4776,19,Matosinhos,7501,41.182836,-8.689084
1345,17,im1348,In Transit,Faro,Porto,2025-02-08,Haas-Martin,Van,6411,8,Faro,5806,37.017963,-7.930834
1037,31,aQ7897,In Transit,Valongo,Covilhã,2025-02-03,"Davis, Smith and Lee",Van,9281,25,Valongo,1547,41.195999,-8.4958
321,55,wS3272,Delayed,Sintra,Vila Franca de Xira,2025-02-18,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
26,10,Bc3536,Delivered,Vila Real,Ponte de Lima,2025-01-15,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
1402,19,wL7847,In Transit,Oeiras,Vila Real,2025-02-13,"Smith, Barnes and Ramsey",Truck,1136,30,Oeiras,5009,38.697948,-9.316354
337,98,JA2563,Delayed,Braga,Porto,2025-01-06,Jacobson-Mann,Van,7026,14,Braga,8677,41.545448,-8.426507
853,27,Nk3221,Delayed,Lisboa,Oeiras,2025-02-09,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
41,3,hy1053,In Transit,Valongo,Vila Real,2025-02-08,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
310,27,pJ1887,Delivered,Lisboa,Ponte de Lima,2025-02-21,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
1301,86,Op4735,Delivered,Sintra,Golegã,2025-01-20,Hughes-Perkins,Van,8239,21,Sintra,5699,38.802868,-9.381659
1261,78,pR4975,Delayed,Valongo,Águeda,2025-01-14,Keith-Woods,Ship,9186,25,Valongo,1547,41.195999,-8.4958
1187,37,ez6890,Delivered,Porto,Bragança,2025-02-15,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
87,50,yw0978,Delayed,Aveiro,Golegã,2025-01-09,"Foster, Green and Hall",Ship,4548,20,Aveiro,6266,40.640505,-8.653754
1485,60,iq5681,Delivered,Sines,Famalicão,2025-01-17,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
1407,3,Vw4383,Delivered,Valongo,Famalicão,2025-01-25,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
675,80,jz8677,In Transit,Águeda,Odemira,2025-01-11,Miller-Hardy,Van,4667,4,Águeda,3948,40.577801,-8.44442
567,27,Gv8830,Delivered,Lisboa,Sintra,2025-01-23,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
483,25,dI4308,In Transit,Odemira,Coimbra,2025-01-29,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
1490,70,NP9148,In Transit,Viseu,Vila Franca de Xira,2025-02-07,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
1233,32,uz8387,Delivered,Coimbra,Elvas,2025-01-02,Gutierrez-Harris,Van,1181,17,Coimbra,8640,40.203314,-8.410257
812,14,TQ3061,Delivered,Ponte de Lima,Águeda,2025-02-09,Griffith-Horne,Van,2917,22,Ponte de Lima,1050,41.767368,-8.58316
1498,38,QU1910,Delivered,Marinha Grande,Murtosa,2025-01-17,"Murphy, Hogan and Glass",Ship,6857,27,Marinha Grande,6906,39.75,-8.933333
512,56,tr1830,Delivered,Palmela,Odemira,2025-02-20,Adams LLC,Ship,4752,2,Palmela,9924,38.569801,-8.90193
455,90,Xq7211,In Transit,Covilhã,Espinho,2025-01-02,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
1168,79,jK3929,Delivered,Famalicão,Ponte de Lima,2025-02-17,"Wade, Williams and Clark",Van,8274,7,Famalicão,2248,41.410328,-8.519728
266,87,Qn8524,In Transit,Famalicão,Coimbra,2025-01-07,Nolan-Roberts,Truck,2615,7,Famalicão,2248,41.410328,-8.519728
435,76,FQ1621,Delayed,Golegã,Vila Real,2025-01-11,Clark Group,Van,8948,18,Golegã,4292,39.404999,-8.486
173,25,Aq3212,Delivered,Odemira,Braga,2025-01-06,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
611,74,wP9448,Delivered,Porto,Elvas,2025-02-02,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
586,10,PD9750,Delivered,Vila Real,Bragança,2025-01-14,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
1019,84,jG0290,Delayed,Espinho,Lisboa,2025-02-16,Porter Inc,Truck,8282,13,Espinho,1599,41.007599,-8.6414
1040,61,FE1639,Delayed,Famalicão,Odemira,2025-01-09,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
207,16,dh0238,Delayed,Palmela,Vila Franca de Xira,2025-01-05,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
864,10,uf4690,Delayed,Vila Real,Palmela,2025-01-06,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
916,88,oq8118,Delivered,Bragança,Vila Real,2025-02-12,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
917,100,qk6982,In Transit,Palmela,Sines,2025-01-08,"Hardy, Harris and Lewis",Van,6451,2,Palmela,9924,38.569801,-8.90193
178,74,RY3539,In Transit,Porto,Odemira,2025-01-02,Stone-Richardson,Ship,2451,23,Porto,3279,41.157944,-8.629105
1493,81,cx0261,In Transit,Covilhã,Valongo,2025-01-03,"Collins, Meyer and Harris",Van,9505,3,Covilhã,6586,40.286011,-7.50453
679,20,lY5005,Delivered,Coimbra,Valongo,2025-02-05,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
38,39,qg6498,Delayed,Espinho,Sintra,2025-02-18,Allen LLC,Ship,6855,13,Espinho,1599,41.007599,-8.6414
749,86,mX3650,In Transit,Sintra,Aveiro,2025-02-19,Hughes-Perkins,Van,8239,21,Sintra,5699,38.802868,-9.381659
365,47,Hu2015,Delayed,Faro,Porto,2025-01-13,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
1096,60,jz4319,In Transit,Sines,Braga,2025-02-14,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
436,73,nZ4820,In Transit,Braga,Viseu,2025-01-29,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
659,96,et5939,Delayed,Espinho,Odemira,2025-01-23,Todd-Oconnor,Truck,1583,13,Espinho,1599,41.007599,-8.6414
120,20,yS9251,Delivered,Coimbra,Covilhã,2025-02-09,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
489,88,NF9289,Delivered,Bragança,Matosinhos,2025-02-18,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
862,66,le1334,Delivered,Portalegre,Bragança,2025-02-14,Kennedy PLC,Truck,9647,5,Portalegre,2516,39.2938,-7.42888
735,4,uE9993,In Transit,Elvas,Valongo,2025-02-11,Ross LLC,Truck,1955,11,Elvas,8814,38.881153,-7.162814
1199,57,Vs5043,Delayed,Vila Franca de Xira,Vila Real,2025-02-09,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
931,39,tP6302,Delivered,Espinho,Braga,2025-01-24,Allen LLC,Ship,6855,13,Espinho,1599,41.007599,-8.6414
101,51,So0697,In Transit,Palmela,Coimbra,2025-01-02,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
1227,16,cb1505,In Transit,Palmela,Portalegre,2025-01-09,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
1226,37,Ze4846,In Transit,Porto,Bragança,2025-01-08,Moore-Nguyen,Truck,7085,23,Porto,3279,41.157944,-8.629105
1381,94,xZ1132,Delayed,Odemira,Murtosa,2025-01-31,"Henderson, Hanson and Middleton",Truck,8830,26,Odemira,5737,37.598801,-8.64554
1369,72,yL2579,In Transit,Guimarães,Águeda,2025-01-27,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
625,7,Na4368,Delayed,Famalicão,Coimbra,2025-01-27,Calderon-Miller,Van,3362,7,Famalicão,2248,41.410328,-8.519728
326,62,lV5619,Delayed,Águeda,Palmela,2025-01-04,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
364,23,gE7535,Delayed,Guimarães,Sintra,2025-02-13,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
467,46,zE8975,In Transit,Faro,Coimbra,2025-02-17,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
51,36,Hd8564,In Transit,Coimbra,Viseu,2025-01-01,Walker Group,Truck,1689,17,Coimbra,8640,40.203314,-8.410257
84,59,sh3590,In Transit,Espinho,Oeiras,2025-02-01,Byrd-Bell,Truck,4104,13,Espinho,1599,41.007599,-8.6414
482,51,Kr6948,Delivered,Palmela,Águeda,2025-01-07,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
877,71,YE1852,Delivered,Vila Franca de Xira,Sines,2025-02-10,Allen-Smith,Ship,3646,28,Vila Franca de Xira,2661,38.955601,-8.98923
148,27,VU9908,In Transit,Lisboa,Sintra,2025-01-12,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
1073,65,Ls3121,Delivered,Espinho,Oeiras,2025-02-18,"Graham, Barnes and Lawrence",Van,6497,13,Espinho,1599,41.007599,-8.6414
927,93,tV9375,Delivered,Aveiro,Porto,2025-02-01,"Ortiz, Smith and Johnson",Ship,4718,20,Aveiro,6266,40.640505,-8.653754
774,8,UA7099,Delivered,Marinha Grande,Murtosa,2025-02-19,Smith-Grant,Van,3131,27,Marinha Grande,6906,39.75,-8.933333
610,56,SU5355,Delivered,Palmela,Guimarães,2025-02-08,Adams LLC,Ship,4752,2,Palmela,9924,38.569801,-8.90193
329,55,uR8890,In Transit,Sintra,Águeda,2025-02-12,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
1338,73,Ti0030,Delayed,Braga,Elvas,2025-01-24,"Smith, Lewis and Luna",Truck,5944,14,Braga,8677,41.545448,-8.426507
621,61,La3408,Delivered,Famalicão,Faro,2025-02-16,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
724,25,ZG1715,Delivered,Odemira,Espinho,2025-02-20,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
808,56,TB3734,In Transit,Palmela,Viseu,2025-01-09,Adams LLC,Ship,4752,2,Palmela,9924,38.569801,-8.90193
564,86,Qa6545,In Transit,Sintra,Viseu,2025-02-17,Hughes-Perkins,Van,8239,21,Sintra,5699,38.802868,-9.381659
877,50,Ih4517,In Transit,Aveiro,Golegã,2025-02-10,"Foster, Green and Hall",Ship,4548,20,Aveiro,6266,40.640505,-8.653754
116,43,mt0560,Delayed,Aveiro,Coimbra,2025-01-09,Jacobs-Grant,Ship,1119,20,Aveiro,6266,40.640505,-8.653754
1090,55,HC4669,Delivered,Sintra,Porto,2025-02-19,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
253,100,Xw6894,In Transit,Palmela,Braga,2025-02-10,"Hardy, Harris and Lewis",Van,6451,2,Palmela,9924,38.569801,-8.90193
511,70,KK9440,Delayed,Viseu,Golegã,2025-02-07,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
759,26,cX4599,Delivered,Vila Real,Águeda,2025-01-03,Tanner LLC,Ship,7088,12,Vila Real,9997,41.300621,-7.744129
32,48,aY0733,In Transit,Matosinhos,Porto,2025-01-12,"Noble, Alvarez and Hammond",Van,8083,19,Matosinhos,7501,41.182836,-8.689084
1301,95,rc8618,Delivered,Viseu,Elvas,2025-01-20,Contreras PLC,Truck,2645,6,Viseu,1421,40.661011,-7.90971
89,60,ks1028,Delayed,Sines,Viseu,2025-01-22,Hayes-Anderson,Van,3810,24,Sines,1091,37.956081,-8.86889
564,59,rJ2761,Delayed,Espinho,Lisboa,2025-02-17,Byrd-Bell,Truck,4104,13,Espinho,1599,41.007599,-8.6414
171,64,Lf1202,Delivered,Lisboa,Valongo,2025-01-16,Hopkins-Patel,Truck,2654,10,Lisboa,4793,38.722252,-9.139337
112,12,Oe9596,Delivered,Odemira,Bragança,2025-01-21,Gonzales-Colon,Ship,4465,26,Odemira,5737,37.598801,-8.64554
1429,47,aV8260,Delivered,Faro,Odemira,2025-01-12,Smith-Curtis,Truck,8536,8,Faro,5806,37.017963,-7.930834
192,51,gv2845,Delivered,Palmela,Elvas,2025-01-03,Johnson and Sons,Truck,3772,2,Palmela,9924,38.569801,-8.90193
572,54,Xf6073,Delayed,Valongo,Lisboa,2025-01-06,Galvan LLC,Truck,1734,25,Valongo,1547,41.195999,-8.4958
1259,16,Qr9963,Delayed,Palmela,Aveiro,2025-01-06,Li-Park,Truck,5315,2,Palmela,9924,38.569801,-8.90193
1153,20,XK0689,Delivered,Coimbra,Famalicão,2025-01-17,"Garcia, Spears and Thompson",Ship,8037,17,Coimbra,8640,40.203314,-8.410257
207,40,cI6284,Delivered,Portalegre,Espinho,2025-01-05,Moreno Inc,Truck,4241,5,Portalegre,2516,39.2938,-7.42888
1485,55,uq8734,In Transit,Sintra,Bragança,2025-01-17,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
485,79,nb7813,Delivered,Famalicão,Odemira,2025-01-26,"Wade, Williams and Clark",Van,8274,7,Famalicão,2248,41.410328,-8.519728
743,43,UF5786,Delivered,Aveiro,Matosinhos,2025-02-22,Jacobs-Grant,Ship,1119,20,Aveiro,6266,40.640505,-8.653754
1360,23,iH3968,Delivered,Guimarães,Viseu,2025-02-19,"Pollard, Walker and Arnold",Ship,4969,29,Guimarães,2700,41.444858,-8.296193
128,55,Mn8709,In Transit,Sintra,Faro,2025-01-21,"Chavez, Woodard and Martin",Truck,7052,21,Sintra,5699,38.802868,-9.381659
369,50,ID7687,Delivered,Aveiro,Porto,2025-01-22,"Foster, Green and Hall",Ship,4548,20,Aveiro,6266,40.640505,-8.653754
1024,99,Oq9860,Delivered,Odemira,Vila Franca de Xira,2025-01-07,Arroyo and Sons,Truck,8199,26,Odemira,5737,37.598801,-8.64554
750,39,Yo9882,Delivered,Espinho,Famalicão,2025-01-09,Allen LLC,Ship,6855,13,Espinho,1599,41.007599,-8.6414
429,70,rR1841,Delivered,Viseu,Porto,2025-01-16,Landry-Holt,Van,1213,6,Viseu,1421,40.661011,-7.90971
1274,90,ly7163,In Transit,Covilhã,Matosinhos,2025-01-30,Rocha PLC,Truck,2116,3,Covilhã,6586,40.286011,-7.50453
1298,58,Wx8800,Delayed,Palmela,Matosinhos,2025-02-21,Taylor-Lucas,Ship,4029,2,Palmela,9924,38.569801,-8.90193
1275,56,Pc0894,Delayed,Palmela,Vila Real,2025-02-19,Adams LLC,Ship,4752,2,Palmela,9924,38.569801,-8.90193
210,9,ui1270,Delayed,Lisboa,Famalicão,2025-02-21,"Patterson, Benton and Garcia",Truck,7841,10,Lisboa,4793,38.722252,-9.139337
947,41,ff3626,Delivered,Sines,Aveiro,2025-01-12,Mendez Group,Truck,6935,24,Sines,1091,37.956081,-8.86889
590,35,JF6270,In Transit,Aveiro,Vila Real,2025-01-29,Bender-Lee,Ship,7510,20,Aveiro,6266,40.640505,-8.653754
1239,75,wm1823,In Transit,Elvas,Ponte de Lima,2025-01-31,Brock Ltd,Truck,8196,11,Elvas,8814,38.881153,-7.162814
1198,27,WM2395,Delayed,Lisboa,Sines,2025-02-15,Weaver-Lopez,Ship,6823,10,Lisboa,4793,38.722252,-9.139337
1415,88,Aa4543,Delayed,Bragança,Marinha Grande,2025-01-15,Mays-Collier,Truck,5012,15,Bragança,4769,41.806439,-6.756742
1074,57,YS2019,Delivered,Vila Franca de Xira,Lisboa,2025-01-20,"Wade, Bennett and Santana",Truck,8837,28,Vila Franca de Xira,2661,38.955601,-8.98923
1093,3,OX8697,In Transit,Valongo,Porto,2025-02-12,Parker PLC,Truck,8636,25,Valongo,1547,41.195999,-8.4958
1115,89,XT9932,Delivered,Matosinhos,Elvas,2025-01-12,"Marquez, Ray and Hernandez",Van,4776,19,Matosinhos,7501,41.182836,-8.689084
55,46,ga8618,Delivered,Faro,Sines,2025-01-10,May-Hayes,Ship,1488,8,Faro,5806,37.017963,-7.930834
1293,94,Nb2523,Delayed,Odemira,Golegã,2025-02-18,"Henderson, Hanson and Middleton",Truck,8830,26,Odemira,5737,37.598801,-8.64554
233,62,oa4568,Delivered,Águeda,Bragança,2025-01-26,"Nichols, Vazquez and Sullivan",Van,1742,4,Águeda,3948,40.577801,-8.44442
237,72,QD0284,In Transit,Guimarães,Murtosa,2025-02-04,Reed-Barnes,Truck,4203,29,Guimarães,2700,41.444858,-8.296193
1057,61,gb4838,In Transit,Famalicão,Vila Real,2025-01-24,"Carrillo, Cox and Gentry",Truck,7909,7,Famalicão,2248,41.410328,-8.519728
945,97,wP6218,Delayed,Guimarães,Valongo,2025-01-30,Chen-Lopez,Truck,3532,29,Guimarães,2700,41.444858,-8.296193
1215,25,pj7007,Delivered,Odemira,Marinha Grande,2025-01-27,"Barnes, Armstrong and Mathews",Ship,7220,26,Odemira,5737,37.598801,-8.64554
153,10,Uu7170,Delayed,Vila Real,Elvas,2025-01-03,"Ortiz, Vargas and Johnson",Truck,2472,12,Vila Real,9997,41.300621,-7.744129
